Title,Content,CreationDate,Score,Post(id),Author(id)
"How to change color of operators (lim, log, etc.)?","<p>How can I change the color of operators like ""log"", ""lim"" or the root symbol of <code>\sqrt</code> command?</p>
",20/10/2015 04:54,24,765,313
How to draw the Stack Overflow icon with TikZ?,"<p>How would you draw the <a href=""https://stackoverflow.com/company/logos"">Stack Overflow</a> icon with TikZ?</p>
",31/03/2016 07:54,7,766,524
Uninstall Excel2Latex using Mac Terminal,"<p>I installed Excel2Latex using terminal and want to uninstall it now. Does anyone know the command for this?</p>
",18/07/2016 19:33,0,767,10
Ellipse with multiple vertical colors,"<p>How can I color three separate vertical sections in an ellipse? (For example, the French or Italian flags).</p>
",16/09/2017 17:56,3,768,104
No indentation of first line in amsbook chapter,"<p>How do I have to change <code>amsbook.cls</code> such that the first line of a new chapter is not indented?</p>
",24/09/2016 14:16,0,769,39
How to create a backslash fraction?,"<p>How does one produce a backslash fraction? That is, something like <code>2\1</code> with the 1 above the 2.</p>
",19/10/2016 14:19,7,770,513
Template of IEEE Signal Processing Letters,"<p>I am searching for the TeX template of the IEEE Signal Processing Letters. </p>

<p>Thank you in advance,</p>
",15/12/2017 10:45,0,771,97
WinEdt/position in a file,"<p>How do I <strong>save</strong> (and restore after reopening) current position in LaTeX file in WInEdt 10.0?</p>
",18/07/2019 20:32,0,772,55
How to include one empty line in Table of Contents,"<p>I need more space after chapter one completion on how to include empty line space in the table of contents.</p>
",16/12/2019 06:24,1,773,396
Problem with arabic texts when using vim,"<p>How can I read some Arabic text from another file (JSON file or whatever) and implement it into a tex file?</p>
",26/12/2019 21:59,0,774,478
How can I create electric fileds of an electric charge with latex?,"<p>I want to draw electric field lines of an electric charge but I dont know how! Is there anybody to help me?</p>
",28/12/2019 21:21,0,775,11
Difference between `\sl` and `\slshape`?,"<p>What's the difference between using <code>\sl</code> and <code>\slshape</code>? I don't see any in the pdf.</p>
",13/01/2019 12:02,0,776,229
How to make an animated circle getting smaller and darker,"<p>How do I make a animated filled circle that gets smaller and changes its color? I'm using the beamer class.</p>
",15/03/2019 13:51,0,777,668
How can I export an xmgrace graphic to Latex?,"<p>I´ts basically that, but I don´t want to be an PNG or JPEG format, because when I scaled it becomes ugly.</p>
",18/04/2019 04:07,1,778,46
Is there way to export overleaf document in to a .doc or .docx file?,"<p>I'm trying to convert an overleaf project to a .doc or .docx file. Does anybody know if this even possible?</p>
",26/04/2020 16:32,0,779,655
How do you write an exponent of an exponent?,"<p>I am trying to write 2 to the power of 2 to the power of k, and $2^2^k$ instead gives 2 to the power of 2k.</p>
",07/07/2020 18:25,0,780,583
Where can metafont be obtained?,"<p>Where is the source code or executable for Knuth's <code>metafont</code> program? I cannot find it anywhere!</p>
",10/01/2011 16:26,8,781,582
TeX Live on Nokia Lumia 2520 Tablet computer with ARM architecture,"<p>Is there precompiled TeX Live system for ARM architecture based Nokia Lumia 2520 tablet with Windows RT 8.1?</p>
",22/12/2013 18:03,4,782,876
How can I draw styrene using xymtex?,"<p>How can I draw styrene using xymtex?</p>

<p><img src=""https://i.stack.imgur.com/DyGuY.png"" alt=""styrene""></p>
",14/11/2012 21:04,1,783,64
How to make hyperlinked tabs with specific colors?,"<p>How can one make side tabs linked to specific locations inside a document (eg.: beginning of each chapter) ?</p>
",22/11/2012 20:34,4,784,539
xeLaTeX: Not enough room in an internal buffer,"<p>So i'm compiling and this is what it says. The documentation is extensive. Does anyone know how to fix this?</p>
",17/12/2012 13:30,1,785,120
How to add print link,"<p>Can anyone tell me how to add link or button to the pdf that when user press it it will open a print window?</p>
",05/10/2011 08:32,5,786,703
How to type “田” with filled upper left and lower right sub-squares?,"<p>How to type “田” with filled upper left sub-square and lower right sub-square as a character in LaTeX? </p>
",14/11/2011 01:48,9,787,346
"Big asterisk ""\bigast"" symbol","<p>How do I make a math-mode asterisk that works like sum or product operator?  (To represent the convolution.)</p>
",15/01/2012 21:22,25,788,520
How to change my default TeX editor under Mac OS X?,"<p>I'm using Mac OS X and the default tex editor is TexWorks, but I want to utilize TexShop as the default one.</p>
",31/01/2012 12:20,4,789,654
how can I get a tilde under a variable in math mode?,"<p>s</p>

<p>~</p>

<p>such like this, but I want them to be combined to identify a vector.
thx for help~!</p>
",07/07/2013 07:48,1,790,871
How to cite the web page address as the reference?,"<p>I would like to cite a web page in the IEEE style. But I am not sure how to edit the bib code in the JabRef.</p>
",17/09/2013 13:32,2,791,31
What professions use TeX/LaTeX besides CS?,"<p>TeX and LaTeX are widely used in Computer Science. What other academic disciplines or professionals use it? </p>
",03/08/2010 21:01,95,792,409
Just save colored pages of a document?,"<p>How can I just save the colored pages of a document? I want to print the colored pages on another printer...</p>
",14/12/2010 17:08,6,793,966
Why does texdoc call luatex,"<p>Why is it that calling <code>texdoc</code> runs, amongst others, <code>luatex</code>? What is it needed for?</p>
",12/04/2015 00:34,13,794,102
Installing upgreek.sty with macports,"<p>How to install <code>upgreek.sty</code> using macports? Which of texlife-* packages should I install for it?</p>
",07/02/2014 23:45,1,795,648
pgfgantt - Gantt chart with two highlighted vertical lines with labels,"<p>""today"" allows us to create one highlighted vertical line with a label.
But how can I create more than one?</p>
",12/03/2014 08:48,0,796,117
adding a mathematical symbol in front of an item bullet,"<p>How can I have, say an <code>\implies</code> symbol <em>before</em> each number in an enumerate environment?</p>
",09/06/2014 21:15,7,797,785
Appendix from letter to roman numeral,"<p>How can I change the standard latex Appendix heading from ""Appendix A"" to ""Appendix I"" using roman numerals?</p>
",11/08/2014 14:40,4,798,995
Polynomial Division in Ascending Powers,"<p>Is there a way to let the LaTeX package Polynom also do division in <em>ascending</em> powers of <em>h</em>?</p>
",23/12/2015 19:44,1,799,656
"Contradiction symbol ""upside-down T""","<p>I am looking for a Latex command to print the mathematical contradiction symbol, which is the upside-down T.</p>
",23/05/2016 21:39,3,800,479
how to set label for listings? (lyx),"<p>i would set a label at listings like on figures.
If I use the label command there is no label for reference</p>
",01/09/2017 09:48,2,801,74
Make \overrightarrow colored,"<p>It is possible to make <code>\overrightarrow</code> (the arrow itself not what is under it) colored? (LaTeX)</p>
",28/07/2016 21:43,4,802,111
How can I insert a symbol when a definition or an example or a sentence finish?,"<p>I searched the solution. I tried the <code>declaretheorem</code> command but my TeXstudio couldn't read it. </p>
",31/01/2017 21:12,1,803,492
Bbl file not generated,"<p>I use textmaker and I have a problem. The bbl file is not generated from the bib file. How can I solve that?</p>
",16/02/2017 14:46,0,804,800
Remove name of author from sidebar yet keep them in the bottom part of the presentation,"<p>My name should not appear in the sidebar, but appear in the footer of the presentation or in the title page.</p>
",30/07/2018 16:29,1,805,609
How to represent 1) in LaTeX?,"<p>I tried just</p>

<pre><code>1) foo;
2) bar;
</code></pre>

<p>in LaTeX, but I found it looks strange.</p>
",01/11/2018 17:31,3,806,341
How to write y i = β 0 + β 1 x i + β 2 x 2 i + e i in Latex code?,"<p>I'm a beginner of using R and Latex. Just wonder how to write yi = β0 + β1xi + β2x2i + ei by using Latex?</p>
",17/01/2019 03:54,0,807,531
Know in which column am I in,"<p>it there a way to have a variable that returns in which column of my multicols environment am I in?
Thanks!</p>
",22/01/2019 14:47,2,808,875
How to draw a double head arrow between two points with label,"<p>I want to draw an arrow like this <code>&lt;---d---&gt;</code>, alongside a line going from x to y.
Thanks.</p>
",24/01/2019 06:52,2,809,692
Rounded Boxes using x11names package,"<p>I was wondering if I could make an empty rounded box with x11names package with math environment. Thank you!</p>
",01/06/2020 17:37,0,810,107
what is the difference between exsol and xsim package?,"<p>what is the difference between exsol and xsim  package? And which is the closest one to exam document class?</p>
",05/09/2020 18:34,1,811,388
Are there any input assist tools in TexShop like the one in WinEdt?,"<p>By  ""input assist tools"", I mean the graphical interface in WinEdt with tabs like 'symbols','Greeks','maths'.</p>
",01/08/2012 01:31,6,812,460
"In beamer slide, view notes on computer only while presenting with a projector?","<p>Is is possible to make a PDF in Beamer such that notes are visible only on computer and not on the projector?</p>
",03/02/2011 19:24,40,813,892
Regarding the leftbar environment,"<p>Does anyone know how to control the width and color of the left bar in the <code>leftbar</code> environment? </p>
",07/07/2011 13:46,17,814,180
"Is there a ""cases"" environment in text mode?","<p>The title says it all: The ""cases"" environment works only in math mode. Is there an alternative in text mode?</p>
",05/09/2011 16:30,13,815,115
Is it \limsup or \lim\sup?,"<p>Is the concept of limit superior in mathematics written as <code>$\limsup$</code> or <code>$\lim\sup$</code>?</p>
",22/11/2011 16:00,16,816,240
"How can I copy a text in Spanish, and avoid removing every single accent in the whole text?","<p>That's my problem folks. I have to do a language work, and I can't copy text, without removing every accents.</p>
",20/03/2013 20:21,2,817,994
Does Kile support Column/Block Selection?,"<p>Is it possible to select a rectangular area in a file with Kile, using the mouse or the keyboard? If so, how?</p>
",13/04/2013 17:24,3,818,421
"How can I make the crossed-""O"" ($\oslash$) bold?","<p>I'd like to bolden the crossed-o but </p>

<pre><code>\textbf{$\oslash$}
</code></pre>

<p>does nothing!</p>
",26/05/2013 10:59,7,819,422
Are there alternatives to nicefrac that does not shrink numerator and denominator,"<p>I want a fraction like nicefrac, but with normal size denominator and numerator. Is there a package for that?</p>
",21/04/2012 11:40,10,820,696
Move figure away from the first page,"<p>In my LaTeX document, I don't want any figures on the first page. Is there a way to enforce this requirement?</p>
",02/05/2012 10:06,12,821,557
How to type mdash in bibtex,"<p>How can I type the HTML <code>&amp;mdash;</code> character into the title field of my <code>.bib</code> file?</p>
",02/07/2013 18:43,0,822,108
Resetting a dictionary in TexStudio/MikTeX,"<p>I accidentally ""always ignore""d a wrong wrong word. How do I undo it and make the old dictionary clean again?</p>
",25/01/2014 12:15,6,823,352
Copying latex from scanned book,"<p>Suppose I have a scanned book with equations, is there a convenient way to obtain latex that reproduces them?</p>
",14/03/2014 12:43,1,824,652
Indentations in Algorithm floats in LYX,"<p>I am using LYX and I'm trying to enter algorithms in an algorithm float.
Is there a way to have indentation?</p>
",22/11/2015 09:26,0,825,534
Problem with greek letters,"<p>I need to write in my document some greek letter (outside any formulas). What do you suggest me? Thanks a lot</p>
",22/11/2015 11:13,1,826,790
How do you draw a dative bond with chemfig?,"<p>How do you draw a dative / coordinate bond with chemfig? I would like to have the bond to appear as an arrow.</p>
",30/11/2015 03:57,4,827,892
How to put two newlines in LaTeX,"<p>How can I put two consecutive newlines in LaTeX? If I put two <code>\\</code> the compiler gives me an error.</p>
",16/10/2014 08:46,46,828,712
Using iota subscripts in math mode,"<p>Is there a way to apply iota subscripts to arbitrary alphabets in math mode ?  </p>

<p>An example is ῳ. </p>
",14/03/2017 02:59,3,829,971
Compilation LaTeX to Word,"<p>Is there any way to compilte a <code>*.tex</code> file to word instead of pdf?</p>

<p>Thank you very much.</p>
",21/03/2017 12:06,0,830,640
"Are there any plugins for LaTeX or TeX in Netbeans, Eclipse or any IDE?","<p>I was wondering if there are any plugins for LaTeX or TeX in Netbeans, Eclipse or any IDE? Thank you so much.</p>
",26/02/2016 02:05,1,831,301
How to put figures in two column horizontally and not vertically in top and bottom?,"<p>How to put figures in two column horizontally and not vertically in top and bottom? can you bring an example?</p>
",26/05/2016 16:16,-1,832,604
Bolding an item of a list,"<p>How would I bold just this item? Thank you.</p>

<pre><code>\item $\neg f\to (\neg b\lor\neg m)$
</code></pre>
",12/09/2017 15:22,0,833,580
Can I put a word count right into my LaTeX book?,"<p>I want to say inside my book how many words it has. Are you aware of any packages that can help me with this?</p>
",10/08/2016 20:37,1,834,290
Add post-it style sidenotes to a document,"<p>How can post-it style sidenotes be added in a document? I like to use it for temporary comments on my thesis.</p>
",29/10/2016 09:37,0,835,486
"Export Lyx to Latex from CLI, output only to stdout","<p>Is there a way to export from Lyx to Latex using the CLI so that in only writes to stdout, and not to a file?</p>
",10/01/2016 14:51,1,836,223
Change scale of a diode - Circuitikz,"<p>Can I change the diode size in a circuit using Circuitikz while preserving the scale of the other components?</p>
",21/02/2017 18:08,2,837,763
Tikz tools like mathpix ？,"<p>Is there some tool for converting graphics into tikz code, just like mathpix converting a formula to a code? </p>
",27/07/2019 02:37,1,838,66
"longtable rows sometime overlaps footer text, how to fix longtable break before footer starts?","<p>I've a longtable which on some pages merge with footer text. Is there any way to break it before footer line?</p>
",06/08/2019 10:51,1,839,719
"How can I write backslash ""\"" in text?","<p>I want to show '\' in final pdf file, not as a command to latex, but as a text '\' itself. How can I do this?</p>
",25/06/2018 00:08,0,840,317
Latex: references in the abstract,"<p>For Revtex:
How to add a journal reference in the abstract of a paper without adding it in the bibliography.</p>
",11/10/2019 14:39,0,841,395
How to exchange order of numbers in multiple citations ([3-1] instead of [1-3])?,"<p>I use natbib with xepersian. I want to change the order of compressed references numbers from [1-3] to [3-1].</p>
",24/11/2019 12:53,1,842,893
Which is the better image format for LaTeX?,"<p>Suppose, I have multiple format of a image e.g. png, jpeg, jpg, svg etc. Which should I use for better looks?</p>
",22/09/2018 08:53,4,843,317
How to print double backslash?,"<p>Is there an easy way to print ""\\"" in a Latex document? I tried using <code>\\\</code> and it threw an error.</p>
",10/01/2020 14:48,5,844,163
Is there a way to highlight overfull hboxes?,"<p>I want to visually find the overfull hboxes in my document. Is there a way to highlight them in the document?</p>
",24/01/2020 18:14,1,845,328
How do I indent footnotes?,"<p>what is the easiest way to indent footnotes, right in the beginning? The way paragraphs are usually indented?</p>
",25/02/2020 21:21,2,846,794
How to put a big dot (and circle) over a variable?,"<p>where one can see a big dot (and circle) over W. I am using \dot{W} and \mathring{W} but seems not big enough.</p>
",16/05/2011 04:29,11,847,500
Plot a function of a binary logarithm with TikZ,"<p>How do I plot a function of a binary logarithm with TikZ? Say that I want to plot <code>f(x) = log_2 x</code>.</p>
",01/06/2011 11:50,17,848,502
TeXworks and pvc parameter of latexmk,"<p>When we use TeXworks as editor is there any point in using <code>-pvc</code> argument of <code>latexmk</code>?</p>
",31/01/2013 14:52,4,849,65
Newtheoremstyle: start counting at 0,"<p>I defined a <code>\newtheoremstyle</code> and I want it to start counting at 0 instead of 1. How do I do that?</p>
",29/11/2011 18:29,4,850,125
"enumerate with non-standard numbering (1°, 2°, ...)","<p>How can I get a list environment with numbers 1°, 2°, ...? LaTeX does not accept the symbol <code>°</code>.</p>
",21/12/2011 17:49,15,851,592
How do I draw a tree upside down in qtree?,"<p>How do I draw a tree upside down in <code>qtree</code>?</p>

<p>So root at the bottom and leaves at the top.</p>
",22/04/2012 16:15,7,852,605
Is there a program equivalent to lint for LaTeX?,"<p>Is there a program equivalent to lint for LaTeX? (lint checks C code for syntax errors and possible mistakes.)</p>
",26/07/2010 21:02,69,853,87
How can I have two tables side by side?,"<p>Suppose I have two tables that don't have many columns (3, for example). How can I position them side by side?</p>
",07/09/2010 03:49,170,854,718
"""Yap: revival of the MiKTeX 2.4 render method""","<p>I see on the MiKTeX page, that ""Yap: revival of the MiKTeX 2.4 render method"" is planned. What does this mean?</p>
",25/09/2010 20:00,2,855,401
State-of-the-art presentation package in LaTeX (as of 2015)?,"<p>Haven't made any presentation in LaTeX for a while. Is Beamer still the best choice? Any new stuffs available?</p>
",02/03/2015 11:56,2,856,956
Problem with brackets,"<p>I need to get <code>{}</code>. So what is wrong with the command <code>$ \left\lbrace \left\rbrace  $</code> ?</p>
",07/02/2014 16:51,2,857,468
How to insert Horizontal cut in delta symbol?,"<p>How do we write the Greek delta symbol with a cut in it as in <code>\hbar</code> (which produces a cut in h)? </p>
",06/04/2014 11:27,6,858,334
Simple way to draw a triangle with one side and two angles given,"<p>What's the simplest way to draw an triangle (not as a node!) with tikz with a given side and two given angles?</p>
",24/04/2014 13:31,9,859,134
Web fonts and printed articles,"<p>Why is it advised not  to use web fonts for printed articles (using LaTeX)? What is the problem in using them?</p>
",05/05/2014 10:06,3,860,978
Implicit \hfil at the end of each paragraph?,"<p>Why do <code>Alpha \hfil\ Omega\par</code> and <code>Alpha \hfil\ Omega</code> not flush ""Omega"" to the right?</p>
",06/06/2014 17:32,8,861,164
Import an HTML table into LaTeX,"<p>How can I import an HTML table into LaTeX? I have many files  imported, so I can't convert each file to LaTeX.</p>
",23/09/2015 16:30,1,862,633
"The sign for ""questioned equal to""","<p>I want to write in TeX this sign:</p>
<h1>≟</h1>
<p>(Put in headings for bigger size).
What's the syntax?</p>
",07/10/2014 21:25,5,863,557
Is there a way to quickly jump between equations in normal mode in vim-latex (suite),"<p>I'm looking for a keystroke to jump to previous or next equation environment. Is there one in vim-latex suite?</p>
",25/02/2016 09:59,2,864,259
Creating arbitrary number of blank pages,"<p>Is there a single command with which one can insert an arbitrary number of blank pages inside some latex text?</p>
",25/04/2016 21:07,9,865,484
Let's get fancy: Text like tag?,"<p>How to make some text appear with a background like it appears in tags, for example the tags in Stackoverflow?</p>
",28/05/2016 13:31,12,866,286
How to combine multiple article into single volume with auto generated table of content,"<p>How do I combine multiple articles into a single volume with auto generated table of content. Is it possible? </p>
",08/01/2017 08:06,8,867,899
Mac Program to Get the Latex code of a PDF,"<p>I am writing a math paper that uses some long equations from PDFs. Are there any converters from Pdf to Latex?</p>
",04/08/2019 11:10,0,868,809
How to draw Cayley tables side by side?,"<p>I would like to know how to draw two Cayley tables side by side for a project I am working on. How do I do it?</p>
",26/08/2019 20:40,0,869,667
How to number slides in the beamer theme Berkeley?,"<p>How to enumerate each slide using the theme Berkeley without the final part of the index having a blank piece?</p>
",02/11/2019 14:23,1,870,986
How would I say two triangles are congruent?,"<p>There is a sign to signify two triangles are congruent. It looks like this: ≅. How would I do this in latex?</p>
",22/01/2019 18:49,0,871,714
Export beamer presentation to mp4,"<p>Is there any way to convert latex generated presentations to mp4 video? The time for slides need not be same. </p>
",13/03/2020 18:46,2,872,171
Wide figure or two column figure,"<p>How to place two column figure in any position of a page.
Two column figure can be placed only top or bottom?</p>
",04/05/2020 08:10,0,873,627
Set the length of 1ex,"<p>How can I set the length of <code>1ex</code>? I tried <code>\setlength{1ex}{4.40999pt}</code> but I get errors.</p>
",12/08/2012 19:52,1,874,924
Tree in a treenode,"<p>Is there a way to insert a Tree (with depth 1) in a Tree-node? Which package to use and how to accomplish that?</p>
",24/01/2011 09:52,1,875,453
(WYSIWYG) tools for typesetting pseudocode in LaTeX?,"<p>Is there a simple tool (preferably WYSIWYG) that can be used to create <em>pseudocode</em> for LaTex documents?</p>
",05/12/2013 19:23,1,876,218
Label equation with a symbol,"<p>I would like to label an equation with an arbitrary symbol, rather than a number, or letter.  Is this possible?</p>
",25/02/2011 11:42,108,877,181
Natbib and Chicago,"<p>What's the quickest way to adopt the Chicago style for the bibliography (assuming <code>natbib</code> is used)?</p>
",27/02/2011 15:26,4,878,692
Hiding the column separator in multicols,"<p>By default, the multicol package produce a line between different columns. Is it possible to disable this line?</p>
",25/05/2011 12:01,10,879,346
Automatically index acronyms,"<p>I'm using the acronym package. Is it possible to automatically add an index entry each time an acronym is used?</p>
",07/07/2011 19:10,7,880,297
How can I test if a document is being compiled by XeLaTeX?,"<p>Is there a way to programatically test whether the current document is being compiled by (pdf)LaTeX or XeLaTeX?</p>
",14/07/2011 10:30,22,881,392
How can I change the margins in LaTeX?,"<p>How do I change the margin of all pages?</p>

<p>I want the latex page be .25 in margin around all the pages.</p>
",21/01/2013 23:33,30,882,829
Random shuffle itemize,"<p>Is there an environment (or macro for itemize) that shuffles all items randomly each time the pdf is generated?</p>
",03/02/2013 18:36,17,883,60
"What is the syntax to get the ""CurlyPhi"" symbol?","<p>What is the syntax to get the ""CurlyPhi"" symbol in TeX/LaTeX?</p>

<p>To get phi we use, <code>$\Phi$</code>.</p>
",21/02/2013 06:39,22,884,618
Teaching LaTeX to visually disabled,"<p>I will teach a blind person how to use LaTeX this week. Has anyone any hints for me or package recommendations?</p>
",06/03/2012 22:23,25,885,179
"How to write an i-breve (an i with a breve accent, but without the dot)","<p>If I try something like <code>\u{i}</code>, I get both the breve and the dot. How can I get it without the dot?</p>
",03/07/2012 00:28,18,886,158
"Remove ""Figure 1"" in text on the right of diagram","<p>How do I remove the label, ""Figure 1:"" from the caption of the diagram, using the <code>sidecap</code> package?</p>
",17/07/2012 03:10,4,887,644
"Programing in Latex, if and?","<p>I know about <code>\ifthenelse</code>. Is it possible to programming in LaTeX like in C, with loops and arrays?</p>
",07/10/2013 08:27,1,888,354
Forcing subfigure caption to right-middle of figure,"<p>I want to plot say two figures with their respective sub captions on right-middle side of the figure. Any help?</p>
",31/01/2015 08:53,5,889,187
Make axis longer in 3dplot,"<p>How can one adjust the length of the axes in a plot made with pgfplots/TikZ without affecting the plot itself? </p>
",20/02/2015 13:42,2,890,547
"Metro style Beamer theme with in-built ""Segoe UI"" font","<p>Has anyone come across a Beamer theme having Microsoft Metro presentation style, in-built with ""Segoe UI"" font?</p>
",23/05/2014 05:03,3,891,68
Build Lualatex in Sublime,"<p>My subime-text buildsettings now set to pdflatex, I want to build lualatex file.
How can I change the setting?</p>
",03/09/2015 08:15,5,892,68
How to print out the ^ sign?,"<p>How to write ""y^2"" in latex ? I need that hook in mathmode. The error says to put the expression within $...$. </p>
",29/06/2014 18:35,3,893,843
How to force not to change (count) page numbers?,"<p>I would like a short solution to fix pagenumbers in a range (every page has the same pagenumber in that range).</p>
",07/07/2014 15:26,2,894,175
How do I change the line spacing in WinEdts editor (options interface...)?,"<p>I managed to change the font size in Options Interface. Now, a want to enlarge the line spacing. How I do this?</p>
",30/08/2014 00:08,0,895,20
After El Capitan upgrade synch does not work on texshop,"<p>I have installed el Capitan on mac. After reinstalling TeX and TeXshop synch doesn't work. How can I fix this? </p>
",27/11/2015 17:08,0,896,161
Slanted text to the left,"<p>How can I get slanted text to the left instead?<br>
Instead of the usual way slant/italic slants to the right.</p>
",14/10/2014 07:27,3,897,281
Change in font size from slide to slide,"<p>Is it possible, that one of my slide in <code>beamer</code> is  11 pt    and I want 10 pt font in other slide? </p>
",24/11/2014 23:09,3,898,685
Non-pagebreaking return in LyX,"<p>I know that in TeX, I can issue <code>\\*</code> to make a new line without a page break. How I do that in LyX?</p>
",22/03/2016 18:48,1,899,208
nomencl package : sort by order of appearance,"<p>In the <code>nomencl</code> package, how can I make the symbols print by order of appearance in the LaTeX code?</p>
",24/07/2017 14:26,4,900,543
Limits to number of indexes using multind?,"<p>I am encountering errors building multiple indexes (10) using multind.  Are there some limits I run up against?</p>
",22/07/2016 15:49,1,901,15
Adjust longtable length to caption length and vice versa,"<p>Is there any way to adjust the <code>longtable</code> length to the <code>caption</code> length and vice versa?</p>
",17/10/2017 20:29,1,902,649
mhchem - make font bold in \ce{} environment,"<p>How can the output of the <code>\ce{}</code> macro of <code>mhchem</code>  be typeset as <strong>bold</strong>?</p>
",16/01/2017 08:19,0,903,39
Is it needed to define IEEEtran class in beamer also for bibliography? If yes how could we define two classes?,"<p>Is it needed to define IEEEtran class in beamer also for bibliography? If yes how could we define two classes ?</p>
",26/11/2019 20:38,0,904,424
I have used sabon base font i want sabon math font in latex,"<p>We are using Sabon base font in latex sample How to create the math font in miktex 2.9</p>

<p>Regard
Pramod</p>
",01/01/2019 06:41,2,905,776
Can I store Latex/.tex in a database which when read and displayed will be shown as equations and diagrams?,"<p>How can I store latex in a database whilst ensuring when displayed, it shows correctly(displays equations etc)?</p>
",04/03/2019 13:30,0,906,370
How to write special keyboard character in latex?,"<p>I wonder if it is possible to write character Ł on latex.
I try with <code>$\Ł$</code> but it does not work.</p>
",20/03/2019 08:37,0,907,931
Is there a way to use ebgaramond with lining numbers (as default) in pdflatex?,"<p>Is there a way to use <code>ebgaramond</code> with <em>lining numbers</em> as default in <code>pdflatex</code>? </p>
",02/11/2013 15:18,3,908,598
How to make pipe to grow with both sides?,"<p>How to make pipe (vertical bar) symbol to grow like in Dirac product notation  but without outer angle brackets?</p>
",21/10/2012 18:13,10,909,168
Balance columns in all document,"<p>In IEEE documents all the columns are balanced. Is it posible to achieve this in an <code>article</code> class?.</p>
",22/12/2012 22:30,8,910,885
Summary for parts of one book,"<p>I would like to write little summaries at the begining of each part of one book. </p>

<p>How do you do that ?</p>
",14/03/2013 08:11,1,911,22
How do you insert an inline verbatim?,"<p>I'm trying to add an inline verbatim into a <code>\paragraph</code>?</p>

<p>Was wondering how do you do that?</p>
",06/12/2011 18:22,17,912,43
Cite Author and Number (Index),"<p>How I can cite: <code>Author [Number]</code>?. For example: </p>

<blockquote>
  <p>Wolsey [8]</p>
</blockquote>
",19/03/2013 03:17,3,913,815
"How do I insert an underlined ordinal indicator, if the font does not have that glyph?","<p>Basically what I want to do is underline ordinal indicators ª and º, because some fonts do not underline them.</p>
",14/04/2013 10:12,10,914,845
"How to strip ""eq."" from cleveref?","<p>How can I make cleveref output <code>(1)</code> instead of <code>eq. (1)</code> when referencing equations only?</p>
",02/07/2013 20:40,16,915,264
How to update pgf 2.0 to 2.1?,"<p>I have installed TikZ/PGF using Synaptic Package Manager. Still it contains version 2.0. Now How do I update it?</p>
",27/05/2012 17:52,2,916,835
How to include a pdf as a single page in a tufte-book document?,"<p>I am using tufte-book.  Is there a way to include a single page from a pdf document into my tuft-book document? </p>
",27/01/2015 18:48,2,917,174
How to embed graphics formats,"<p>Is it possible to include .x3d, .dae, .pov, .dxf, or .wmf grapics into tex-syntax in order to create a pdf file?</p>
",10/02/2015 22:21,0,918,858
Is it possible to hide a section or comment out a whole section?,"<p>I want to comment out a whole section in order to save the text but not render it in the PDF. Is this possible? </p>
",25/02/2015 19:43,1,919,653
Using Trigonometric Functions,"<p>When I type Trig functions using {} or () I seem to get the same result, what is the difference between the two?</p>
",12/01/2014 04:07,2,920,314
Grey box just as in Mathjax,"<p>How could I get a grey box in latex like the one I get on math.stackexchange when I type > to start a paragraph?</p>
",31/01/2014 14:35,1,921,923
pgfgantt - Milestones with different styles,"<p>Can I have two sets of milestones in one gantt chart? Each with a different style (such as colour, shape, etc.)?</p>
",12/03/2014 10:13,10,922,283
How can insert a full-width listing in a two-column document?,"<p>I'm new to LaTeX; I'm using IEEE format. How can I effectively add Java code snippets in one full-width column? </p>
",13/08/2014 23:59,1,923,691
"How do I write ""amartia"" in polytonic Greek","<p>I want <code>$\alpha\mu\alpha\rho\tau\iota\alpha$</code> with accent aigu ' above the <code>$\iota$</code>. How?</p>
",06/11/2014 16:18,7,924,450
How to draw the following GERT network node diagram using tikz,"<p>How to draw the following nodes in tikz, Kindly help me.
<img src=""https://i.stack.imgur.com/oPwfX.png"" alt=""""></p>
",08/12/2014 12:47,0,925,31
My text's font style changes and goes to italic after using the Pi symbol,"<p>After using the Pi symbol (\Pi), my text changes to a different font and goes to italic. How can I resolve this?</p>
",18/04/2016 14:02,3,926,477
Size of \tau and its low index with the most beautiful style,"<p>Is there a <code>$\tau_M$</code> that to be the most beautiful in size of <code>$\tau$</code> and its low index?</p>
",10/06/2017 08:27,2,927,835
Space between text and its following figure,"<p>How can I make some space between the text and its following figure? (Only once and not for the whole document).</p>
",24/05/2016 23:06,0,928,700
Latex convert Date string format from mm/dd/yyyyy to dd/MM/yyyy,"<p>I want to change date format for date string</p>

<p>Ex. /changeformat{'06/23/2016'} and result = 23 June 2016</p>
",23/06/2016 09:44,2,929,963
How to put a \dot accent above a \hat accent in math mode?,"<p>I use <code>${\dot \hat E}$</code> to put a hat and dot on top of an E simultaneously. However, an error occurs.</p>
",02/07/2016 04:10,3,930,333
Symbol of inexact partial,"<p>I need a symbol in Latex that I can represent the inexact partial. I need the partial with a bar in the partial.</p>
",18/12/2016 20:34,3,931,371
LyX | where can I change the rendered math font size(not compiled)?,"<p>Where can I change the default rendered math text (that was written in <code>math-mode</code>) font size in LyX?</p>
",04/02/2017 14:13,1,932,587
I want to write a specific set,"<pre><code>E= {a,b)|a:b ∈ A ∧(a→b)}
</code></pre>

<p>i want to write this set in my table. please help me</p>
",24/10/2018 11:05,3,933,324
